ONA_1:input 1/mode 1/transmission: Abs(TE transmission) vs wavelength

wavelength(nm), Abs(TE transmission)
1543.67, 0.134644
1543.67, 0.134646
1543.67, 0.134648
1543.67, 0.134649
1543.67, 0.134651
1543.67, 0.134653
1543.67, 0.134655
1543.67, 0.134656
1543.67, 0.134658
1543.67, 0.13466
1543.67, 0.134662
1543.67, 0.134664
1543.67, 0.134665
1543.67, 0.134667
1543.67, 0.134669
1543.67, 0.134671
1543.67, 0.134673
1543.67, 0.134674
1543.67, 0.134676
1543.66, 0.134678
1543.66, 0.13468
1543.66, 0.134682
1543.66, 0.134683
1543.66, 0.134685
1543.66, 0.134687
1543.66, 0.134689
1543.66, 0.134691
1543.66, 0.134693
1543.66, 0.134694
1543.66, 0.134696
1543.66, 0.134698
1543.66, 0.1347
1543.66, 0.134702
1543.66, 0.134704
1543.66, 0.134706
1543.66, 0.134708
1543.66, 0.134709
1543.66, 0.134711
1543.66, 0.134713
1543.66, 0.134715
1543.66, 0.134717
1543.66, 0.134719
1543.66, 0.134721
1543.66, 0.134723
1543.65, 0.134725
1543.65, 0.134727
1543.65, 0.134729
1543.65, 0.13473
1543.65, 0.134732
1543.65, 0.134734
1543.65, 0.134736
1543.65, 0.134738
1543.65, 0.13474
1543.65, 0.134742
1543.65, 0.134744
1543.65, 0.134746
1543.65, 0.134748
1543.65, 0.13475
1543.65, 0.134752
1543.65, 0.134754
1543.65, 0.134756
1543.65, 0.134758
1543.65, 0.13476
1543.65, 0.134762
1543.65, 0.134764
1543.65, 0.134766
1543.65, 0.134768
1543.65, 0.13477
1543.65, 0.134772
1543.64, 0.134774
1543.64, 0.134776
1543.64, 0.134778
1543.64, 0.13478
1543.64, 0.134782
1543.64, 0.134784
1543.64, 0.134787
1543.64, 0.134789
1543.64, 0.134791
1543.64, 0.134793
1543.64, 0.134795
1543.64, 0.134797
1543.64, 0.134799
1543.64, 0.134801
1543.64, 0.134803
1543.64, 0.134805
1543.64, 0.134807
1543.64, 0.134809
1543.64, 0.134812
1543.64, 0.134814
1543.64, 0.134816
1543.64, 0.134818
1543.64, 0.13482
1543.64, 0.134822
1543.64, 0.134824
1543.64, 0.134826
1543.63, 0.134829
1543.63, 0.134831
1543.63, 0.134833
1543.63, 0.134835
1543.63, 0.134837
1543.63, 0.134839
1543.63, 0.134842
1543.63, 0.134844
1543.63, 0.134846
1543.63, 0.134848
1543.63, 0.13485
1543.63, 0.134853
1543.63, 0.134855
1543.63, 0.134857
1543.63, 0.134859
1543.63, 0.134861
1543.63, 0.134864
1543.63, 0.134866
1543.63, 0.134868
1543.63, 0.13487
1543.63, 0.134873
1543.63, 0.134875
1543.63, 0.134877
1543.63, 0.134879
1543.63, 0.134882
1543.62, 0.134884
1543.62, 0.134886
1543.62, 0.134888
1543.62, 0.134891
1543.62, 0.134893
1543.62, 0.134895
1543.62, 0.134897
1543.62, 0.1349
1543.62, 0.134902
1543.62, 0.134904
1543.62, 0.134907
1543.62, 0.134909
1543.62, 0.134911
1543.62, 0.134914
1543.62, 0.134916
1543.62, 0.134918
1543.62, 0.134921
1543.62, 0.134923
1543.62, 0.134925
1543.62, 0.134928
1543.62, 0.13493
1543.62, 0.134932
1543.62, 0.134935
1543.62, 0.134937
1543.62, 0.134939
1543.61, 0.134942
1543.61, 0.134944
1543.61, 0.134947
1543.61, 0.134949
1543.61, 0.134951
1543.61, 0.134954
1543.61, 0.134956
1543.61, 0.134958
1543.61, 0.134961
1543.61, 0.134963
1543.61, 0.134966
1543.61, 0.134968
1543.61, 0.134971
1543.61, 0.134973
1543.61, 0.134975
1543.61, 0.134978
1543.61, 0.13498
1543.61, 0.134983
1543.61, 0.134985
1543.61, 0.134988
1543.61, 0.13499
1543.61, 0.134993
1543.61, 0.134995
1543.61, 0.134998
1543.61, 0.135
1543.6, 0.135003
1543.6, 0.135005
1543.6, 0.135007
1543.6, 0.13501
1543.6, 0.135012
1543.6, 0.135015
1543.6, 0.135017
1543.6, 0.13502
1543.6, 0.135023
1543.6, 0.135025
1543.6, 0.135028
1543.6, 0.13503
1543.6, 0.135033
1543.6, 0.135035
1543.6, 0.135038
1543.6, 0.13504
1543.6, 0.135043
1543.6, 0.135045
1543.6, 0.135048
1543.6, 0.135051
1543.6, 0.135053
1543.6, 0.135056
1543.6, 0.135058
1543.6, 0.135061
1543.6, 0.135063
1543.59, 0.135066
1543.59, 0.135069
1543.59, 0.135071
1543.59, 0.135074
1543.59, 0.135076
1543.59, 0.135079
1543.59, 0.135082
1543.59, 0.135084
1543.59, 0.135087
1543.59, 0.13509
1543.59, 0.135092
1543.59, 0.135095
1543.59, 0.135098
1543.59, 0.1351
1543.59, 0.135103
1543.59, 0.135106
1543.59, 0.135108
1543.59, 0.135111
1543.59, 0.135114
1543.59, 0.135116
1543.59, 0.135119
1543.59, 0.135122
1543.59, 0.135124
1543.59, 0.135127
1543.59, 0.13513
1543.59, 0.135132
1543.58, 0.135135
1543.58, 0.135138
1543.58, 0.135141
1543.58, 0.135143
1543.58, 0.135146
1543.58, 0.135149
1543.58, 0.135151
1543.58, 0.135154
1543.58, 0.135157
1543.58, 0.13516
1543.58, 0.135162
1543.58, 0.135165
1543.58, 0.135168
1543.58, 0.135171
1543.58, 0.135174
1543.58, 0.135176
1543.58, 0.135179
1543.58, 0.135182
1543.58, 0.135185
1543.58, 0.135187
1543.58, 0.13519
1543.58, 0.135193
1543.58, 0.135196
1543.58, 0.135199
1543.58, 0.135202
1543.57, 0.135204
1543.57, 0.135207
1543.57, 0.13521
1543.57, 0.135213
1543.57, 0.135216
1543.57, 0.135219
1543.57, 0.135221
1543.57, 0.135224
1543.57, 0.135227
1543.57, 0.13523
1543.57, 0.135233
1543.57, 0.135236
1543.57, 0.135239
1543.57, 0.135241
1543.57, 0.135244
1543.57, 0.135247
1543.57, 0.13525
1543.57, 0.135253
1543.57, 0.135256
1543.57, 0.135259
1543.57, 0.135262
1543.57, 0.135265
1543.57, 0.135268
1543.57, 0.135271
1543.57, 0.135273
1543.56, 0.135276
1543.56, 0.135279
1543.56, 0.135282
1543.56, 0.135285
1543.56, 0.135288
1543.56, 0.135291
1543.56, 0.135294
1543.56, 0.135297
1543.56, 0.1353
1543.56, 0.135303
1543.56, 0.135306
1543.56, 0.135309
1543.56, 0.135312
1543.56, 0.135315
1543.56, 0.135318
1543.56, 0.135321
1543.56, 0.135324
1543.56, 0.135327
1543.56, 0.13533
1543.56, 0.135333
1543.56, 0.135336
1543.56, 0.135339
1543.56, 0.135342
1543.56, 0.135345
1543.56, 0.135348
1543.55, 0.135351
1543.55, 0.135354
1543.55, 0.135357
1543.55, 0.13536
1543.55, 0.135364
1543.55, 0.135367
1543.55, 0.13537
1543.55, 0.135373
1543.55, 0.135376
1543.55, 0.135379
1543.55, 0.135382
1543.55, 0.135385
1543.55, 0.135388
1543.55, 0.135391
1543.55, 0.135394
1543.55, 0.135398
1543.55, 0.135401
1543.55, 0.135404
1543.55, 0.135407
1543.55, 0.13541
1543.55, 0.135413
1543.55, 0.135416
1543.55, 0.13542
1543.55, 0.135423
1543.55, 0.135426
1543.54, 0.135429
1543.54, 0.135432
1543.54, 0.135435
1543.54, 0.135439
1543.54, 0.135442
1543.54, 0.135445
1543.54, 0.135448
1543.54, 0.135451
1543.54, 0.135455
1543.54, 0.135458
1543.54, 0.135461
1543.54, 0.135464
1543.54, 0.135467
1543.54, 0.135471
1543.54, 0.135474
1543.54, 0.135477
1543.54, 0.13548
1543.54, 0.135484
1543.54, 0.135487
1543.54, 0.13549
1543.54, 0.135493
1543.54, 0.135497
1543.54, 0.1355
1543.54, 0.135503
1543.54, 0.135506
1543.54, 0.13551
1543.53, 0.135513
1543.53, 0.135516
1543.53, 0.135519
1543.53, 0.135523
1543.53, 0.135526
1543.53, 0.135529
1543.53, 0.135533
1543.53, 0.135536
1543.53, 0.135539
1543.53, 0.135543
1543.53, 0.135546
1543.53, 0.135549
1543.53, 0.135553
1543.53, 0.135556
1543.53, 0.135559
1543.53, 0.135563
1543.53, 0.135566
1543.53, 0.135569
1543.53, 0.135573
1543.53, 0.135576
1543.53, 0.135579
1543.53, 0.135583
1543.53, 0.135586
1543.53, 0.13559
1543.53, 0.135593
1543.52, 0.135596
1543.52, 0.1356
1543.52, 0.135603
1543.52, 0.135607
1543.52, 0.13561
1543.52, 0.135613
1543.52, 0.135617
1543.52, 0.13562
1543.52, 0.135624
1543.52, 0.135627
1543.52, 0.135631
1543.52, 0.135634
1543.52, 0.135638
1543.52, 0.135641
1543.52, 0.135644
1543.52, 0.135648
1543.52, 0.135651
1543.52, 0.135655
1543.52, 0.135658
1543.52, 0.135662
1543.52, 0.135665
1543.52, 0.135669
1543.52, 0.135672
1543.52, 0.135676
1543.52, 0.135679
1543.51, 0.135683
1543.51, 0.135686
1543.51, 0.13569
1543.51, 0.135693
1543.51, 0.135697
1543.51, 0.1357
1543.51, 0.135704
1543.51, 0.135708
1543.51, 0.135711
1543.51, 0.135715
1543.51, 0.135718
1543.51, 0.135722
1543.51, 0.135725
1543.51, 0.135729
1543.51, 0.135732
1543.51, 0.135736
1543.51, 0.13574
1543.51, 0.135743
1543.51, 0.135747
1543.51, 0.13575
1543.51, 0.135754
1543.51, 0.135758
1543.51, 0.135761
1543.51, 0.135765
1543.51, 0.135768
1543.5, 0.135772
1543.5, 0.135776
1543.5, 0.135779
1543.5, 0.135783
1543.5, 0.135787
1543.5, 0.13579
1543.5, 0.135794
1543.5, 0.135798
1543.5, 0.135801
1543.5, 0.135805
1543.5, 0.135809
1543.5, 0.135812
1543.5, 0.135816
1543.5, 0.13582
1543.5, 0.135823
1543.5, 0.135827
1543.5, 0.135831
1543.5, 0.135834
1543.5, 0.135838
1543.5, 0.135842
1543.5, 0.135846
1543.5, 0.135849
1543.5, 0.135853
1543.5, 0.135857
1543.5, 0.13586
1543.5, 0.135864
1543.49, 0.135868
1543.49, 0.135872
1543.49, 0.135875
1543.49, 0.135879
1543.49, 0.135883
1543.49, 0.135887
1543.49, 0.135891
1543.49, 0.135894
1543.49, 0.135898
1543.49, 0.135902
1543.49, 0.135906
1543.49, 0.135909
1543.49, 0.135913
1543.49, 0.135917
1543.49, 0.135921
1543.49, 0.135925
1543.49, 0.135928
1543.49, 0.135932
1543.49, 0.135936
1543.49, 0.13594
1543.49, 0.135944
1543.49, 0.135948
1543.49, 0.135952
1543.49, 0.135955
1543.49, 0.135959
1543.48, 0.135963
1543.48, 0.135967
1543.48, 0.135971
1543.48, 0.135975
1543.48, 0.135979
1543.48, 0.135982
1543.48, 0.135986
1543.48, 0.13599
1543.48, 0.135994
1543.48, 0.135998
1543.48, 0.136002
1543.48, 0.136006
1543.48, 0.13601
1543.48, 0.136014
1543.48, 0.136018
1543.48, 0.136022
1543.48, 0.136025
1543.48, 0.136029
1543.48, 0.136033
1543.48, 0.136037
1543.48, 0.136041
1543.48, 0.136045
1543.48, 0.136049
1543.48, 0.136053
1543.48, 0.136057
1543.47, 0.136061
1543.47, 0.136065
1543.47, 0.136069
1543.47, 0.136073
1543.47, 0.136077
1543.47, 0.136081
1543.47, 0.136085
1543.47, 0.136089
1543.47, 0.136093
1543.47, 0.136097
1543.47, 0.136101
1543.47, 0.136105
1543.47, 0.136109
1543.47, 0.136113
1543.47, 0.136117
1543.47, 0.136121
1543.47, 0.136125
1543.47, 0.136129
1543.47, 0.136134
1543.47, 0.136138
1543.47, 0.136142
1543.47, 0.136146
1543.47, 0.13615
1543.47, 0.136154
1543.47, 0.136158
1543.46, 0.136162
1543.46, 0.136166
1543.46, 0.13617
1543.46, 0.136174
1543.46, 0.136178
1543.46, 0.136183
1543.46, 0.136187
1543.46, 0.136191
1543.46, 0.136195
1543.46, 0.136199
1543.46, 0.136203
1543.46, 0.136207
1543.46, 0.136212
1543.46, 0.136216
1543.46, 0.13622
1543.46, 0.136224
1543.46, 0.136228
1543.46, 0.136232
1543.46, 0.136237
1543.46, 0.136241
1543.46, 0.136245
1543.46, 0.136249
1543.46, 0.136253
1543.46, 0.136258
1543.46, 0.136262
1543.45, 0.136266
1543.45, 0.13627
1543.45, 0.136274
1543.45, 0.136279
1543.45, 0.136283
1543.45, 0.136287
1543.45, 0.136291
1543.45, 0.136296
1543.45, 0.1363
1543.45, 0.136304
1543.45, 0.136308
1543.45, 0.136313
1543.45, 0.136317
1543.45, 0.136321
1543.45, 0.136325
1543.45, 0.13633
1543.45, 0.136334
1543.45, 0.136338
1543.45, 0.136343
1543.45, 0.136347
1543.45, 0.136351
1543.45, 0.136355
1543.45, 0.13636
1543.45, 0.136364
1543.45, 0.136368
1543.45, 0.136373
1543.44, 0.136377
1543.44, 0.136381
1543.44, 0.136386
1543.44, 0.13639
1543.44, 0.136394
1543.44, 0.136399
1543.44, 0.136403
1543.44, 0.136408
1543.44, 0.136412
1543.44, 0.136416
1543.44, 0.136421
1543.44, 0.136425
1543.44, 0.136429
1543.44, 0.136434
1543.44, 0.136438
1543.44, 0.136443
1543.44, 0.136447
1543.44, 0.136451
1543.44, 0.136456
1543.44, 0.13646
1543.44, 0.136465
1543.44, 0.136469
1543.44, 0.136474
1543.44, 0.136478
1543.44, 0.136482
1543.43, 0.136487
1543.43, 0.136491
1543.43, 0.136496
1543.43, 0.1365
1543.43, 0.136505
1543.43, 0.136509
1543.43, 0.136514
1543.43, 0.136518
1543.43, 0.136523
1543.43, 0.136527
1543.43, 0.136532
1543.43, 0.136536
1543.43, 0.136541
1543.43, 0.136545
1543.43, 0.13655
1543.43, 0.136554
1543.43, 0.136559
1543.43, 0.136563
1543.43, 0.136568
1543.43, 0.136572
1543.43, 0.136577
1543.43, 0.136581
1543.43, 0.136586
1543.43, 0.136591
1543.43, 0.136595
1543.42, 0.1366
1543.42, 0.136604
1543.42, 0.136609
1543.42, 0.136613
1543.42, 0.136618
1543.42, 0.136623
1543.42, 0.136627
1543.42, 0.136632
1543.42, 0.136636
1543.42, 0.136641
1543.42, 0.136646
1543.42, 0.13665
1543.42, 0.136655
1543.42, 0.13666
1543.42, 0.136664
1543.42, 0.136669
1543.42, 0.136673
1543.42, 0.136678
1543.42, 0.136683
1543.42, 0.136687
1543.42, 0.136692
1543.42, 0.136697
1543.42, 0.136701
1543.42, 0.136706
1543.42, 0.136711
1543.41, 0.136716
1543.41, 0.13672
1543.41, 0.136725
1543.41, 0.13673
1543.41, 0.136734
1543.41, 0.136739
1543.41, 0.136744
1543.41, 0.136748
1543.41, 0.136753
1543.41, 0.136758
1543.41, 0.136763
1543.41, 0.136767
1543.41, 0.136772
1543.41, 0.136777
1543.41, 0.136782
1543.41, 0.136786
1543.41, 0.136791
1543.41, 0.136796
1543.41, 0.136801
1543.41, 0.136806
1543.41, 0.13681
1543.41, 0.136815
1543.41, 0.13682
1543.41, 0.136825
1543.41, 0.136829
1543.4, 0.136834
1543.4, 0.136839
1543.4, 0.136844
1543.4, 0.136849
1543.4, 0.136854
1543.4, 0.136858
1543.4, 0.136863
1543.4, 0.136868
1543.4, 0.136873
1543.4, 0.136878
1543.4, 0.136883
1543.4, 0.136887
1543.4, 0.136892
1543.4, 0.136897
1543.4, 0.136902
1543.4, 0.136907
1543.4, 0.136912
1543.4, 0.136917
1543.4, 0.136922
1543.4, 0.136927
1543.4, 0.136931
1543.4, 0.136936
1543.4, 0.136941
1543.4, 0.136946
1543.4, 0.136951
1543.4, 0.136956
1543.39, 0.136961
1543.39, 0.136966
1543.39, 0.136971
1543.39, 0.136976
1543.39, 0.136981
1543.39, 0.136986
1543.39, 0.136991
1543.39, 0.136996
1543.39, 0.137001
1543.39, 0.137006
1543.39, 0.137011
1543.39, 0.137016
1543.39, 0.137021
1543.39, 0.137026
1543.39, 0.137031
1543.39, 0.137036
1543.39, 0.137041
1543.39, 0.137046
1543.39, 0.137051
1543.39, 0.137056
1543.39, 0.137061
1543.39, 0.137066
1543.39, 0.137071
1543.39, 0.137076
1543.39, 0.137081
1543.38, 0.137086
1543.38, 0.137091
1543.38, 0.137096
1543.38, 0.137101
1543.38, 0.137106
1543.38, 0.137111
1543.38, 0.137116
1543.38, 0.137121
1543.38, 0.137126
1543.38, 0.137132
1543.38, 0.137137
1543.38, 0.137142
1543.38, 0.137147
1543.38, 0.137152
1543.38, 0.137157
1543.38, 0.137162
1543.38, 0.137167
1543.38, 0.137172
1543.38, 0.137178
1543.38, 0.137183
1543.38, 0.137188
1543.38, 0.137193
1543.38, 0.137198
1543.38, 0.137203
1543.38, 0.137209
1543.37, 0.137214
1543.37, 0.137219
1543.37, 0.137224
1543.37, 0.137229
1543.37, 0.137234
1543.37, 0.13724
1543.37, 0.137245
1543.37, 0.13725
1543.37, 0.137255
1543.37, 0.137261
1543.37, 0.137266
1543.37, 0.137271
1543.37, 0.137276
1543.37, 0.137281
1543.37, 0.137287
1543.37, 0.137292
1543.37, 0.137297
1543.37, 0.137302
1543.37, 0.137308
1543.37, 0.137313
1543.37, 0.137318
1543.37, 0.137324
1543.37, 0.137329
1543.37, 0.137334
1543.37, 0.137339
1543.36, 0.137345
1543.36, 0.13735
1543.36, 0.137355
1543.36, 0.137361
1543.36, 0.137366
1543.36, 0.137371
1543.36, 0.137377
1543.36, 0.137382
1543.36, 0.137387
1543.36, 0.137393
1543.36, 0.137398
1543.36, 0.137403
1543.36, 0.137409
1543.36, 0.137414
1543.36, 0.137419
1543.36, 0.137425
1543.36, 0.13743
1543.36, 0.137435
1543.36, 0.137441
1543.36, 0.137446
1543.36, 0.137452
1543.36, 0.137457
1543.36, 0.137462
1543.36, 0.137468
1543.36, 0.137473
1543.36, 0.137479
1543.35, 0.137484
1543.35, 0.13749
1543.35, 0.137495
1543.35, 0.1375
1543.35, 0.137506
1543.35, 0.137511
1543.35, 0.137517
1543.35, 0.137522
1543.35, 0.137528
1543.35, 0.137533
1543.35, 0.137539
1543.35, 0.137544
1543.35, 0.13755
1543.35, 0.137555
1543.35, 0.137561
1543.35, 0.137566
1543.35, 0.137572
1543.35, 0.137577
1543.35, 0.137583
1543.35, 0.137588
1543.35, 0.137594
1543.35, 0.137599
1543.35, 0.137605
1543.35, 0.13761
1543.35, 0.137616
1543.34, 0.137621
1543.34, 0.137627
1543.34, 0.137632
1543.34, 0.137638
1543.34, 0.137643
1543.34, 0.137649
1543.34, 0.137655
1543.34, 0.13766
1543.34, 0.137666
1543.34, 0.137671
1543.34, 0.137677
1543.34, 0.137683
1543.34, 0.137688
1543.34, 0.137694
1543.34, 0.137699
1543.34, 0.137705
1543.34, 0.137711
1543.34, 0.137716
1543.34, 0.137722
1543.34, 0.137728
1543.34, 0.137733
1543.34, 0.137739
1543.34, 0.137745
1543.34, 0.13775
1543.34, 0.137756
1543.33, 0.137762
1543.33, 0.137767
1543.33, 0.137773
1543.33, 0.137779
1543.33, 0.137784
1543.33, 0.13779
1543.33, 0.137796
1543.33, 0.137801
1543.33, 0.137807
1543.33, 0.137813
1543.33, 0.137818
1543.33, 0.137824
1543.33, 0.13783
1543.33, 0.137836
1543.33, 0.137841
1543.33, 0.137847
1543.33, 0.137853
1543.33, 0.137859
1543.33, 0.137864
1543.33, 0.13787
1543.33, 0.137876
1543.33, 0.137882
1543.33, 0.137887
1543.33, 0.137893
1543.33, 0.137899
1543.32, 0.137905
1543.32, 0.137911
1543.32, 0.137916
1543.32, 0.137922
1543.32, 0.137928
1543.32, 0.137934
1543.32, 0.13794
1543.32, 0.137946
1543.32, 0.137951
1543.32, 0.137957
1543.32, 0.137963
1543.32, 0.137969
1543.32, 0.137975
1543.32, 0.137981
1543.32, 0.137986
1543.32, 0.137992
1543.32, 0.137998
1543.32, 0.138004
1543.32, 0.13801
1543.32, 0.138016
1543.32, 0.138022
1543.32, 0.138028
1543.32, 0.138034
1543.32, 0.138039
1543.32, 0.138045
1543.31, 0.138051
1543.31, 0.138057
1543.31, 0.138063
1543.31, 0.138069
1543.31, 0.138075
1543.31, 0.138081
1543.31, 0.138087
1543.31, 0.138093
1543.31, 0.138099
1543.31, 0.138105
1543.31, 0.138111
1543.31, 0.138117
1543.31, 0.138123
1543.31, 0.138129
1543.31, 0.138135
1543.31, 0.138141
1543.31, 0.138147
1543.31, 0.138153
1543.31, 0.138159
1543.31, 0.138165
1543.31, 0.138171
1543.31, 0.138177
1543.31, 0.138183
1543.31, 0.138189
1543.31, 0.138195
1543.31, 0.138201
1543.3, 0.138207
1543.3, 0.138213
1543.3, 0.138219
1543.3, 0.138225
1543.3, 0.138231
1543.3, 0.138237
1543.3, 0.138243
1543.3, 0.138249
1543.3, 0.138256
1543.3, 0.138262
1543.3, 0.138268
1543.3, 0.138274
1543.3, 0.13828
1543.3, 0.138286
1543.3, 0.138292
1543.3, 0.138298
1543.3, 0.138304
1543.3, 0.138311
1543.3, 0.138317
1543.3, 0.138323
1543.3, 0.138329
1543.3, 0.138335
1543.3, 0.138341
1543.3, 0.138347
1543.3, 0.138354
1543.29, 0.13836
1543.29, 0.138366
1543.29, 0.138372
1543.29, 0.138378
1543.29, 0.138385
1543.29, 0.138391
1543.29, 0.138397
1543.29, 0.138403
1543.29, 0.138409
1543.29, 0.138416
1543.29, 0.138422
1543.29, 0.138428
1543.29, 0.138434
1543.29, 0.138441
1543.29, 0.138447
1543.29, 0.138453
1543.29, 0.138459
1543.29, 0.138466
1543.29, 0.138472
1543.29, 0.138478
1543.29, 0.138484
1543.29, 0.138491
1543.29, 0.138497
1543.29, 0.138503
1543.29, 0.13851
1543.28, 0.138516
1543.28, 0.138522
1543.28, 0.138528
1543.28, 0.138535
1543.28, 0.138541
1543.28, 0.138547
1543.28, 0.138554
1543.28, 0.13856
1543.28, 0.138566
1543.28, 0.138573
1543.28, 0.138579
1543.28, 0.138585
1543.28, 0.138592
1543.28, 0.138598
1543.28, 0.138605
1543.28, 0.138611
1543.28, 0.138617
1543.28, 0.138624
1543.28, 0.13863
1543.28, 0.138637
1543.28, 0.138643
1543.28, 0.138649
1543.28, 0.138656
1543.28, 0.138662
1543.28, 0.138669
1543.27, 0.138675
1543.27, 0.138681
1543.27, 0.138688
1543.27, 0.138694
1543.27, 0.138701
1543.27, 0.138707
1543.27, 0.138714
1543.27, 0.13872
1543.27, 0.138727
1543.27, 0.138733
1543.27, 0.13874
1543.27, 0.138746
1543.27, 0.138753
1543.27, 0.138759
1543.27, 0.138766
1543.27, 0.138772
1543.27, 0.138779
1543.27, 0.138785
1543.27, 0.138792
1543.27, 0.138798
1543.27, 0.138805
1543.27, 0.138811
1543.27, 0.138818
1543.27, 0.138824
1543.27, 0.138831
1543.26, 0.138837
1543.26, 0.138844
1543.26, 0.138851
1543.26, 0.138857
1543.26, 0.138864
1543.26, 0.13887
1543.26, 0.138877
1543.26, 0.138883
1543.26, 0.13889
1543.26, 0.138897
1543.26, 0.138903
1543.26, 0.13891
1543.26, 0.138916
1543.26, 0.138923
1543.26, 0.13893
1543.26, 0.138936
1543.26, 0.138943
1543.26, 0.13895
1543.26, 0.138956
1543.26, 0.138963
1543.26, 0.13897
1543.26, 0.138976
1543.26, 0.138983
1543.26, 0.13899
1543.26, 0.138996
1543.26, 0.139003
1543.25, 0.13901
1543.25, 0.139016
1543.25, 0.139023
1543.25, 0.13903
1543.25, 0.139037
1543.25, 0.139043
1543.25, 0.13905
1543.25, 0.139057
1543.25, 0.139063
1543.25, 0.13907
1543.25, 0.139077
1543.25, 0.139084
1543.25, 0.13909
1543.25, 0.139097
1543.25, 0.139104
1543.25, 0.139111
1543.25, 0.139117
1543.25, 0.139124
1543.25, 0.139131
1543.25, 0.139138
1543.25, 0.139145
1543.25, 0.139151
1543.25, 0.139158
1543.25, 0.139165
1543.25, 0.139172
1543.24, 0.139179
1543.24, 0.139185
1543.24, 0.139192
1543.24, 0.139199
1543.24, 0.139206
1543.24, 0.139213
1543.24, 0.13922
1543.24, 0.139227
1543.24, 0.139233
1543.24, 0.13924
1543.24, 0.139247
1543.24, 0.139254
1543.24, 0.139261
1543.24, 0.139268
1543.24, 0.139275
1543.24, 0.139282
1543.24, 0.139289
1543.24, 0.139295
1543.24, 0.139302
1543.24, 0.139309
1543.24, 0.139316
1543.24, 0.139323
1543.24, 0.13933
1543.24, 0.139337
1543.24, 0.139344
1543.23, 0.139351
1543.23, 0.139358
1543.23, 0.139365
1543.23, 0.139372
1543.23, 0.139379
1543.23, 0.139386
1543.23, 0.139393
1543.23, 0.1394
1543.23, 0.139407
1543.23, 0.139414
1543.23, 0.139421
1543.23, 0.139428
1543.23, 0.139435
1543.23, 0.139442
1543.23, 0.139449
1543.23, 0.139456
1543.23, 0.139463
1543.23, 0.13947
1543.23, 0.139477
1543.23, 0.139484
1543.23, 0.139491
1543.23, 0.139498
1543.23, 0.139505
1543.23, 0.139512
1543.23, 0.139519
1543.22, 0.139526
1543.22, 0.139533
1543.22, 0.139541
1543.22, 0.139548
1543.22, 0.139555
1543.22, 0.139562
1543.22, 0.139569
1543.22, 0.139576
1543.22, 0.139583
1543.22, 0.13959
1543.22, 0.139597
1543.22, 0.139605
1543.22, 0.139612
1543.22, 0.139619
1543.22, 0.139626
1543.22, 0.139633
1543.22, 0.13964
1543.22, 0.139648
1543.22, 0.139655
1543.22, 0.139662
1543.22, 0.139669
1543.22, 0.139676
1543.22, 0.139684
1543.22, 0.139691
1543.22, 0.139698
1543.22, 0.139705
1543.21, 0.139712
1543.21, 0.13972
1543.21, 0.139727
1543.21, 0.139734
1543.21, 0.139741
1543.21, 0.139749
1543.21, 0.139756
1543.21, 0.139763
1543.21, 0.13977
1543.21, 0.139778
1543.21, 0.139785
1543.21, 0.139792
1543.21, 0.139799
1543.21, 0.139807
1543.21, 0.139814
1543.21, 0.139821
1543.21, 0.139829
1543.21, 0.139836
1543.21, 0.139843
1543.21, 0.139851
1543.21, 0.139858
1543.21, 0.139865
1543.21, 0.139873
1543.21, 0.13988
1543.21, 0.139887
1543.2, 0.139895
1543.2, 0.139902
1543.2, 0.139909
1543.2, 0.139917
1543.2, 0.139924
1543.2, 0.139931
1543.2, 0.139939
1543.2, 0.139946
1543.2, 0.139954
1543.2, 0.139961
1543.2, 0.139968
1543.2, 0.139976
1543.2, 0.139983
1543.2, 0.139991
1543.2, 0.139998
1543.2, 0.140006
1543.2, 0.140013
1543.2, 0.14002
1543.2, 0.140028
1543.2, 0.140035
1543.2, 0.140043
1543.2, 0.14005
1543.2, 0.140058
1543.2, 0.140065
1543.2, 0.140073
1543.19, 0.14008
1543.19, 0.140088
1543.19, 0.140095
1543.19, 0.140103
1543.19, 0.14011
1543.19, 0.140118
1543.19, 0.140125
1543.19, 0.140133
1543.19, 0.14014
1543.19, 0.140148
1543.19, 0.140155
1543.19, 0.140163
1543.19, 0.14017
1543.19, 0.140178
1543.19, 0.140186
1543.19, 0.140193
1543.19, 0.140201
1543.19, 0.140208
1543.19, 0.140216
1543.19, 0.140223
1543.19, 0.140231
1543.19, 0.140239
1543.19, 0.140246
1543.19, 0.140254
1543.19, 0.140261
1543.18, 0.140269
1543.18, 0.140277
1543.18, 0.140284
1543.18, 0.140292
1543.18, 0.1403
1543.18, 0.140307
1543.18, 0.140315
1543.18, 0.140323
1543.18, 0.14033
1543.18, 0.140338
1543.18, 0.140346
1543.18, 0.140353
1543.18, 0.140361
1543.18, 0.140369
1543.18, 0.140376
1543.18, 0.140384
1543.18, 0.140392
1543.18, 0.140399
1543.18, 0.140407
1543.18, 0.140415
1543.18, 0.140423
1543.18, 0.14043
1543.18, 0.140438
1543.18, 0.140446
1543.18, 0.140454
1543.17, 0.140461
1543.17, 0.140469
1543.17, 0.140477
1543.17, 0.140485
1543.17, 0.140492
1543.17, 0.1405
1543.17, 0.140508
1543.17, 0.140516
1543.17, 0.140524
1543.17, 0.140531
1543.17, 0.140539
1543.17, 0.140547
1543.17, 0.140555
